study_hours,attendance,previous_marks,participation,internet_access,parental_education,passed
1.78130510255095,67.83439850618872,69.56206353976683,2,0,1,0
3.3762166169402343,73.28859722603418,51.91843023573385,6,1,0,0
4.005751881473257,83.12009471551244,77.21718991100346,3,0,0,1
5.3960770700301435,91.55312036106696,24.086095426492925,9,1,2,0
6.496634959208795,86.0876147222444,48.20151337343747,9,0,3,1
3.4972913199311955,57.087104914019,34.702977731488474,3,1,2,0
1.8125542559617631,83.0436672903026,47.606558004540716,5,0,4,0
0.44154446312242923,80.72033573232578,63.71498851663415,10,0,1,1
3.321253754812603,84.13890285372693,57.31160061825368,8,0,1,1
2.024470685627609,96.16209681651208,56.19933646577977,2,1,2,0
2.501571287784378,59.36761723195257,57.61222692929909,6,0,1,0
2.2654838411282303,74.08896574808894,63.05082360929915,6,1,4,0
2.8310509363003376,85.90906322793354,44.87195937085338,7,1,0,0
4.279176276945172,64.18405600546058,70.60274461348575,0,1,2,0
3.1884582809344137,94.75949048053509,69.93998955578226,3,1,2,1
2.809638195553574,83.68356612700659,65.77556906484152,9,0,0,1
1.757215496609026,88.46583985843404,68.34800164126895,2,1,2,0
0.9903804663547717,74.29056338478206,64.44627001212989,3,1,2,0
2.416430509112003,88.13763689966211,90.52609954096602,3,0,1,1
2.9354609390180153,90.68471555989038,58.693587434212354,1,0,0,0
5.121515896295859,82.32878020137169,55.39375172498135,1,1,0,0
3.156329425767463,82.34400892698696,48.697086294639334,3,0,0,0
4.179287413227669,82.70343239281726,44.51605994133244,9,1,2,1
2.4008452817530177,71.36654735260618,41.33292318598387,0,0,0,0
1.5780674802995704,78.52471319759647,46.66804030153622,3,0,4,0
1.8418598853211539,78.47477467547641,58.93979427521893,0,1,1,0
2.129728722557096,83.83393864353495,65.01442692746572,6,0,3,1
5.5541636789221975,89.99824246910295,60.76713087828243,2,1,3,1
2.014335984930737,69.41463918021591,48.51697083855431,8,1,2,0
4.006187044483614,78.74990969680422,73.50276846029945,6,0,4,1
1.9164873862955685,94.81455547658973,71.09119008451421,8,0,0,1
4.117887615449093,72.56411771187436,57.605275388669746,6,1,1,0
3.461941159327036,71.77749982709679,50.206257830029315,4,1,1,0
2.8120345228102916,82.02306191831194,68.226418812447,9,0,0,1
2.9510849686374794,88.4438519048532,62.81960381229157,5,1,1,1
2.2142547654847315,80.11426055560659,38.27809110877429,10,0,1,0
3.5352866417784967,93.28960590436989,58.98029616023393,10,0,3,1
2.454019823591064,88.56793982566526,63.93053718111572,6,1,1,1
1.5292730834793022,88.41820066890062,46.50457820268369,7,0,4,0
1.466474910816457,85.54116501324093,62.847650892561646,2,1,3,0
3.2071055012665433,100.0,38.17766272113316,8,1,4,1
4.894909507692522,77.94838311133955,80.04279150018256,7,1,0,1
3.1919899362881257,59.964777079334866,78.71924977589148,9,1,4,1
2.857634008668141,96.04254361517141,56.212239985455525,2,0,3,0
3.3429913675230516,75.42300569043175,65.4518150675861,8,0,4,1
4.567202090048189,81.07880444343033,23.851170513001875,5,1,1,0
3.2632590016366274,93.09550684860527,42.65478509602001,2,1,4,0
2.5068873229995154,63.977404589410746,55.59331619771805,1,0,2,0
4.327546452071866,67.4835278589386,43.918004678597114,6,1,0,0
3.514507726153936,63.987220628811464,70.71594723945988,3,0,2,0
4.842907190395191,72.05863709974577,89.95944796121991,1,1,0,1
3.219881324666287,84.39636606016994,42.35077920856047,4,0,4,0
1.5306371619353998,85.2418784281277,47.43804893872211,7,1,1,0
1.3582089609052022,82.76274179328554,63.531725524648955,3,0,1,0
4.9811135186775,65.87234116107633,84.16674222749431,10,0,2,1
5.068398864939956,56.898965633673555,41.664385311901455,8,1,2,0
2.784576944060879,80.54353585390382,63.73554183460413,5,0,0,1
2.5401752146368146,75.28223966361664,87.31948276219663,10,0,4,1
4.753733150690643,84.59385771716612,35.22361277731099,4,1,4,0
1.6715451815478144,87.0195362622127,40.78396189731252,1,0,3,0
1.9263275772530084,81.38241432058682,53.64590090308742,0,0,3,0
3.7719921536268535,87.60133085375854,52.19117380716884,10,0,2,1
2.5264738525684924,82.29211374115069,72.18901931630467,10,1,2,1
2.9938537599359143,85.30064705601467,63.62489579731257,8,1,2,1
2.803868521770585,72.95326737130118,33.37556910536807,1,1,0,0
